"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"269";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №59";"Северо-Восточный административный округ";"Ярославский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, Ярославское шоссе, дом 117";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.872844";"37.712713";"908565972";"";"";
"270";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №58";"Северо-Восточный административный округ";"Лосиноостровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, Тайнинская улица, дом 16, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.880637";"37.686437";"908565973";"";"";
"282";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №48";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Кибальчича, дом 4/6";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815155";"37.647414";"918659584";"";"";
"283";"ГБУК города Москвы «ОКЦ ЮАО» Центральная библиотека №136 имени Льва Николаевича Толстого";"Южный административный округ";"район Нагатино-Садовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, проспект Андропова, дом 38";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.674082";"37.661608";"918659585";"";"";
"284";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №232";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, 1-й Тушинский проезд, дом 4";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.833400";"37.422449";"918659586";"";"";
"285";"ГБУК города Москвы «ОКЦ «Новомосковская» Библиотека №265";"Новомосковский административный округ";"поселение Филимонковское";"Российская Федерация, город Москва, внутригородская территория поселение Филимонковское, посёлок Валуево, дом 14";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.575933";"37.352426";"918659587";"";"";
"286";"ГБУК города Москвы «ОКЦ «Новомосковская» Библиотека №266";"Новомосковский административный округ";"поселение Внуковское";"город Москва, поселение Внуковское, посёлок ДСК ""Мичуринец"", улица Серафимовича, дом 3А";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.658708";"37.330650";"918659588";"";"";
"287";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №62 имени Пабло Неруды";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 180";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.823803";"37.646157";"918659589";"";"";
"288";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №241";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Маршала Тухачевского, дом 28, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.784450";"37.474363";"918659591";"";"";
"289";"ГБУК города Москвы «ОКЦ СЗАО» Центральная детская библиотека №226";"Северо-Западный административный округ";"район Северное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, бульвар Яна Райниса, дом 2, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.851050";"37.434514";"918659592";"";"";
"290";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №239";"Северо-Западный административный округ";"район Куркино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Куркино, Родионовская улица, дом 9";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.893213";"37.394503";"918659593";"";"";
"291";"ГБУК города Москвы «ОКЦ САО» Детская библиотека №35";"Северный административный округ";"район Восточное Дегунино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 6, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858761";"37.570546";"918659594";"";"";
"292";"ГБУК города Москвы «ОКЦ САО» Библиотека №29";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Дмитровское шоссе, дом 39, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.831403";"37.569459";"918659595";"";"";
"293";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 12/23";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.821765";"37.826763";"918659596";"";"";
"294";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №53";"Северо-Восточный административный округ";"район Свиблово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, улица Седова, дом 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.851136";"37.643138";"918659597";"";"";
"295";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №235";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Карамышевская набережная, дом 2/1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.769965";"37.485412";"918659598";"";"";
"296";"ГБУК города Москвы «ОКЦ САО» Библиотека №25";"Северный административный округ";"район Сокол";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, улица Врубеля, дом 13";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.803955";"37.498078";"918659599";"";"";
"297";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Кулакова, дом 19";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806408";"37.395832";"918659600";"";"";
"298";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №88";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, посёлок Акулово, дом 20";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.007936";"37.795484";"918659602";"";"";
"299";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №107";"Юго-Восточный административный округ";"Нижегородский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Орехово-Зуевский проезд, дом 22";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.731820";"37.757009";"918659603";"";"";
"300";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №121";"Юго-Восточный административный округ";"Южнопортовый район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Петра Романова, дом 6";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708308";"37.680670";"918659604";"";"";
"301";"ГБУК города Москвы «ОКЦ ЗелАО» Библиотека №250";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 2008";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.973970";"37.162692";"918659606";"";"";
"302";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Твардовского, дом 21, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795798";"37.403414";"918659607";"";"";
"303";"ГБУК города Москвы «ОКЦ СЗАО» Детская библиотека №236";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, Большая Набережная улица, дом 15";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.830720";"37.457376";"918659608";"";"";
"304";"ГБУК города Москвы «ОКЦ ЗелАО» Библиотека №252";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1462";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.986956";"37.160075";"918659610";"";"";
"305";"ГБУК города Москвы «ОКЦ ЮВАО» Детская библиотека №133";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 19, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657768";"37.761438";"918659611";"";"";
"306";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №82";"Восточный административный округ";"район Восточное Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Измайловский проспект, дом 113";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.789148";"37.811671";"918659612";"";"";
"307";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №174";"Юго-Западный административный округ";"Ломоносовский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Академика Пилюгина, дом 14, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.669940";"37.536032";"918659613";"";"";
"308";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №92 Культурный центр Корнея Ивановича Чуковского";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Металлургов, дом 5";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757136";"37.778973";"918659614";"";"";
"309";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №123";"Юго-Восточный административный округ";"Нижегородский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, улица Рогожский Посёлок, дом 5";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737578";"37.701816";"918659615";"";"";
"310";"ГБУК города Москвы «Библиотека читальня имени Пушкина»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Большая Почтовая улица, дом 16";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.775844";"37.692797";"918659616";"";"";
"311";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №246";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Конева, дом 16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795459";"37.484622";"918659617";"";"";
"312";"ГБУК города Москвы «ОКЦ ВАО» Детская библиотека №103";"Восточный административный округ";"район Соколиная Гора";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Ткацкая улица, дом 28/14";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786298";"37.733976";"918659618";"";"";
"313";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №213 имени Леси Украинки";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Новозаводская улица, дом 2, корпус 5";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.747338";"37.515757";"918659620";"";"";
"314";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Лукинская улица, дом 11";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.642461";"37.335797";"918659621";"";"";
"315";"ГБУК города Москвы «ОКЦ САО» Библиотека №29";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Дмитровское шоссе, дом 50, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.845572";"37.569351";"918659622";"";"";
"316";"ГБУК города Москвы «ОКЦ САО» Библиотека №38";"Северный административный округ";"Бескудниковский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Дмитровское шоссе, дом 66";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858027";"37.560749";"918659623";"";"";
"317";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №63";"Северо-Восточный административный округ";"район Северное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Полярная улица, дом 26, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.881303";"37.639671";"918659624";"";"";
"326";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №143";"Южный административный округ";"район Чертаново Южное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Чертановская улица, дом 66, корпус 4";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.597922";"37.583284";"1015100162";"";"";
"327";"ГБУК города Москвы «Центральная городская молодежная библиотека имени Светлова»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Садовая-Кудринская улица, дом 23, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765614";"37.589706";"1015100163";"";"";
"328";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №19 имени Достоевского";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 21-23/25, строение 4";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.760064";"37.647145";"1015100164";"";"";
"329";"ГБУК города Москвы «ОКЦ САО» Библиотека №34 имени Вознесенского";"Северный административный округ";"Савёловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Башиловская улица, дом 3, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.794179";"37.576555";"1015100165";"";"";
"330";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №237";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, улица Генерала Белобородова, дом 30";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.830104";"37.353178";"1015100166";"";"";
"331";"ГБУК города Москвы «ОКЦ САО» Библиотека №29";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Дмитровское шоссе, дом 43, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.833771";"37.572014";"1015100167";"";"";
"318";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №1 имени Грибоедова";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Сущёвский Вал, дом 66";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.792124";"37.627813";"1015100168";"";"";
"319";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №10";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Стрельбищенский переулок, дом 5, строение 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758392";"37.536949";"1015100170";"";"";
"320";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №11 имени Давыдова";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Шмитовский проезд, дом 46, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.756108";"37.520015";"1015100171";"";"";
"321";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №20 имени Дельвига";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Госпитальный Вал, дом 5, строение 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.773388";"37.708967";"1015100172";"";"";
"322";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №4 имени Фурцевой";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 50";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718659";"37.576807";"1015100173";"";"";
"323";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №6 имени Вересаева";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Ружейный переулок, дом 4, строение 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743504";"37.580468";"1015100174";"";"";
"324";"ГБУК города Москвы «ОКЦ ЦАО» Нотная библиотека №17 имени Юргенсона";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Николоямский переулок, дом 3А, корпус 4";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749405";"37.661410";"1015100175";"";"";
"325";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №267 имени Крупской";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Бахрушина, дом 4, строение 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736437";"37.634003";"1015100176";"";"";
"332";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №54";"Северо-Восточный административный округ";"район Северное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Широкая улица, дом 11";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.888619";"37.661114";"2535969325";"";"";
"333";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №108";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Привольная улица, дом 21";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.697529";"37.843849";"2535969326";"";"";
"334";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №55";"Северо-Восточный административный округ";"район Ростокино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, проспект Мира, дом 198, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.837429";"37.662264";"2535969327";"";"";
"335";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №243";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Академика Бочвара, дом 5, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806727";"37.462649";"2535969328";"";"";
"336";"ГБУК города Москвы «ОКЦ ЮАО» Детская библиотека №141";"Южный административный округ";"район Царицыно";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Севанская улица, дом 13, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.623036";"37.654583";"2535969330";"";"";
"337";"ГБУК города Москвы «ОКЦ ЦАО» Центральная детская библиотека №14";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Абельмановская улица, дом 11";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.735282";"37.671399";"2535969331";"";"";
"339";"ГБУК города Москвы «ОКЦ СЗАО» Детская библиотека №238";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, улица Барышиха, дом 21";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.844834";"37.347494";"2535969333";"";"";
"340";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №100";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Саянская улица, дом 7А";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.768221";"37.831911";"2535969334";"";"";
"341";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №147 имени Орлова";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, Домодедовская улица, дом 11";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.611704";"37.708724";"2535969335";"";"";
"342";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №97";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 38, корпус 2";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.741911";"37.869975";"2535969337";"";"";
"343";"ГБУК города Москвы «ОКЦ ЦАО» Центральная детская библиотека №14";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Дубининская улица, дом 20, строение 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.726239";"37.636554";"2535969338";"";"";
"344";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №51";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 43";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.828753";"37.577948";"2535969339";"";"";
"346";"ГБУК города Москвы «Объединение культурных центров ЮАО» Детская библиотека №154";"Южный административный округ";"район Царицыно";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, улица Медиков, дом 22, корпус 3";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.631717";"37.677858";"2535969341";"";"";
"347";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №116";"Юго-Восточный административный округ";"Нижегородский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Нижегородская улица, дом 70, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733452";"37.709147";"2535969343";"";"";
"348";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №3 имени Николая Александровича Добролюбова";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Новый Арбат, дом 30/9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.752891";"37.582179";"2535969344";"";"";
"338";"ГБУК города Москвы «ОКЦ СЗАО» Центральная детская библиотека №226";"Северо-Западный административный округ";"район Северное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, улица Свободы, дом 61";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.853668";"37.450037";"2536125543";"";"";
"345";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №83";"Восточный административный округ";"район Северное Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, улица Константина Федина, дом 2, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806009";"37.791405";"2536125589";"";"";
"349";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №172";"Юго-Западный административный округ";"Обручевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Новаторов, дом 14, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.667631";"37.523209";"2606923739";"";"";
"350";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №233";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, 3-й Митинский переулок, дом 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.848631";"37.353186";"2606923741";"";"";
"351";"ГБУК города Москвы «Центральная городская детская библиотека имени Аркадия Петровича Гайдара»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Ружейный переулок, дом 4, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743553";"37.580894";"2606923742";"";"";
"352";"ГБУК города Москвы «Дом Лосева» Центр чтения и творческого развития";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Новорогожская улица, дом 5";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743041";"37.679862";"2606923743";"";"";
"353";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №57";"Северо-Восточный административный округ";"район Лианозово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Алтуфьевское шоссе, дом 91";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.896413";"37.585673";"2606923744";"";"";
"354";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Донецкая улица, дом 23";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.647839";"37.715255";"2606923746";"";"";
"355";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №117";"Юго-Восточный административный округ";"район Некрасовка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, 2-я Вольская улица, дом 20";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.686163";"37.920727";"2606923747";"";"";
"356";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Печатники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, 1-я Курьяновская улица, дом 31";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654117";"37.702930";"2606923748";"";"";
"357";"ГБУК города Москвы «ОКЦ ВАО» Детская библиотека №91 имени Этель Лилиан Войнич";"Восточный административный округ";"район Перово";"город Москва, шоссе Энтузиастов, дом 78, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764825";"37.787911";"2606923749";"";"";
"358";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №225";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Мнёвники, дом 10, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.773474";"37.492926";"2606923750";"";"";
"360";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Яснополянская улица, дом 3, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.722664";"37.787390";"2606923752";"";"";
